Total DV: 13944.823
 Stage              Epoch               X(m)               Y(m)               Z(m)      VX(m/s)      VY(m/s)      VZ(m/s)    DV(m/s)   TOTAL_DV    ID
    20       264673933.95     294321328318.3    -279792758869.8      -2773120902.6    12551.260    13100.659      501.895     219.14   10924.52 37165
    21       280866727.92     403381683067.5     -13758666713.4       5824827840.5      504.819    18193.058      481.399     253.98   11178.50 31825
    22       288662562.66     382903959278.6     126970448699.5       7873493751.6    -5728.780    17416.146      205.583     209.22   11387.72 58789
    23       302818935.56     232989209451.0     332810500695.4       7723533542.9   -14740.001    10695.128     -124.265     107.41   11495.13 68165
    24       314126726.11      46480765086.5     405160690607.1       8792965490.8   -17731.172     2086.590       -0.908     432.28   11927.40 63888
    25       332301749.77    -252518920792.3     319894803126.4       3923505327.5   -13634.151   -11205.853     -372.094     370.70   12298.10 83023
    26       339490183.03    -334408981468.5     226784119353.3       2629422971.0    -9175.880   -14812.700     -202.102     452.99   12751.09 79838
    27       344623099.29    -372260375957.1     143783172513.5       -364786586.3    -5462.769   -17080.763     -586.676     487.61   13238.70 80788
    28       357336707.14    -373864730203.5     -84979315864.8      -7033463742.3     5397.371   -17854.993     -453.082      45.52   13284.22 67460
    29       383280852.20       7313417066.2    -352595195578.6      -7867880881.0    20016.360     1021.781      296.841     227.50   13511.72 74685
    30       405975350.84     352077401249.9     -91473157612.8       2690798168.5     6383.518    18659.093      507.852     258.63   13770.35 27136
    31       410451947.72     370272824052.5      -7695565950.1       5286549492.5     1886.961    18929.407      553.466     372.33   14142.68 52915
    32       424025274.22     312482997086.6     232144764998.5      11129878716.0    -9782.126    15194.642      279.247      15.76   14158.44 75593
    33       434564039.76     173889595556.5     359142235888.7      17025868546.4   -15684.508     8428.749      387.275     500.26   14658.70 71252
    34       450297115.77     -94570599197.7     394350389547.2      18329888797.1   -17014.789    -4045.015     -211.015      24.31   14683.01 68956
    35       458039440.31    -216873700617.6     341575566241.6      15086382013.1   -14427.683    -9610.191     -544.696     236.61   14919.61 57625
    36       461799336.76    -266095479829.4     301859709012.9      12738367495.2   -12140.575   -11762.482     -675.957     538.54   15458.15 80492
    37       471066133.74    -349616332670.8     170731119772.2       6381069959.8    -5735.970   -16326.437     -772.238     286.85   15745.00 72015
    38       493215731.65    -240400572654.2    -210979262059.3      -8194759315.7    16290.345   -13492.661     -509.505     267.27   16012.27 77184
    39       502699887.02     -46826197638.6    -290563214483.4     -10878284037.9    23028.577    -2077.118      -44.260     374.19   16386.46 82163
    40       511293839.05     148993480825.4    -251937819003.3     -10380622989.5    20811.075    10818.427      309.644     273.24   16659.70 73126
Total DV: 19728.864
 Stage              Epoch               X(m)               Y(m)               Z(m)      VX(m/s)      VY(m/s)      VZ(m/s)    DV(m/s)   TOTAL_DV    ID
     0          650397.86     -69871402082.7     129458823165.4         -5812277.6   -26706.405   -14272.867        1.075       0.00       0.00    -2
     1        26725172.83     -14429593466.5    -334262866926.0      -7846640673.4    15408.569    -3211.786      551.931       0.00       0.00 70431
     2        30898457.10      61266325672.4    -334097387636.2     -11881079116.7    17881.096     2439.525     -891.148    3325.27    3325.27 81691
     3        39799293.05     211177127197.6    -270848443248.9     -15044970604.2    14447.120    11465.126     -146.955     727.86    4053.14 80281
     4        60435318.87     308826993002.1      84814628939.0      -7430688713.4    -7171.836    18741.432      800.096     198.80    4251.94 65202
     5        78658921.45      17678250652.8     319711392047.3       3398164699.5   -21227.181     2546.952      612.471    1519.50    5771.44 80320
     6        93400082.70    -264581740926.0     236877200857.8       8578529425.7   -14890.027   -12596.885      175.905     355.60    6127.04 64517
     7       111716913.62    -392539965410.9     -59542922848.5       4256830294.7      985.870   -17276.368     -369.847     233.75    6360.79 74832
     8       117052323.75    -372788778122.8    -150657715973.6       -221196897.5     5802.581   -16412.770     -846.409     776.75    7137.55 76979
     9       139537102.44     -88780585183.3    -391308434994.5     -16895058403.4    17218.756    -3101.781     -466.511      79.80    7217.34 68983
    10       152963989.64     148419075912.5    -370014716973.9     -28472249161.4    16684.636     6983.593     -510.552    1094.39    8311.74 83258
    11       155286251.14     185696142504.0    -351562053973.8     -29404268846.9    15631.377     8814.395     -330.710     259.30    8571.04 30204
    12       162123456.29     280436941823.4    -274681060917.8     -30245963944.9    12015.578    13464.742       98.501     193.00    8764.04 40312
    13       182402598.77     362617299907.8      76845768146.3     -15738790679.6    -4995.966    18431.629     1271.192     104.40    8868.44 81847
    14       188679666.54     312925096048.2     187787477422.3      -9355318705.5   -10719.609    16389.499     1114.588     419.21    9287.64 14450
    15       204742224.79      54756291261.9     356553319829.3       9784180501.1   -19522.420     3273.729     1112.527      11.84    9299.48 78177
    16       228815545.76    -330257678460.0     158673665062.5      17943654690.7    -8579.041   -16999.993     -237.786     880.39   10179.87 82259
    17       236667264.68    -376248620439.8      16645932592.8      10989963788.9    -2197.343   -18747.312    -1021.139    1007.21   11187.09 54456
    18       248650007.30    -340986036319.1    -198463147452.5      -2138970933.4     7861.746   -16220.246    -1128.912     179.95   11367.03 64344
    19       265008119.02    -141128141900.6    -388168147830.2     -14243997190.5    15720.771    -6227.326     -572.632     525.98   11893.01 53222
    20       277973489.30      74271215843.4    -405313192613.8     -19241327358.4    16589.767     3655.022     -166.656      41.36   11934.37 56094
    21       292959658.82     291136746126.5    -265750663696.1     -12456695473.0    10961.607    14299.065      687.735     443.11   12377.48 60789
    22       303630440.60     367993164847.0     -85427695899.5      -1728127746.0     2794.698    18760.755     1073.052     274.36   12651.84 70549
    23       311000021.86     364462956116.6      55757543016.2       3928242234.0    -4006.097    19070.672      747.692     355.60   13007.44 60743
    24       315612269.59     341701450160.8     143203365549.5       3508981901.3    -7059.188    18266.730     -113.093    1563.34   14570.78 63761
    25       336903743.40      41767671467.0     391268183598.6       -313957509.6   -18180.155     3332.977     -208.463       1.81   14572.59 41517
    26       340861404.92     -30130263805.3     398264628686.3      -1093372230.9   -18141.775      106.945     -193.451     142.91   14715.50 72023
    27       346017162.68    -121568153340.0     389107890628.1      -1121564007.9   -17265.614    -3805.593        0.287     287.71   15003.21 52221
    28       364135055.96    -367473818684.9     217432936276.5      10001225614.2    -8837.031   -14125.265      510.840     691.92   15695.13 76765
    29       371554715.74    -413503216130.4     106288730943.3      10480026636.2    -3676.349   -15890.186       -0.982     520.70   16215.82 79383
    30       378374928.45    -421769682881.9      -5238306212.9       9996806354.2     1292.339   -16542.436     -131.558      57.03   16272.85 72970
    31       382962354.58    -408431667772.9     -79364535585.2       8913691105.3     4630.317   -15929.885     -274.799     339.47   16612.32 79311
    32       402116934.92    -203561143400.2    -334902501453.4       5284609535.2    16387.935    -8088.862     -325.513     980.44   17592.76 54186
    33       414117127.40      13033055224.0    -374080472681.9       2807663860.2    18919.005     2122.519     -260.458     287.95   17880.71 57817
    34       433077570.45     310568081827.1    -171621305654.3      -4206308044.2     9454.390    17788.725     -315.239     161.83   18042.54 68233
    35       452311292.47     304193916525.4     196581524153.3     -11889253074.1    -9767.838    17068.389     -116.340     318.63   18361.17 83183
    36       462632882.35     164028296055.1     335529787543.1     -11119110123.2   -16526.176     9457.878      232.846     176.08   18537.25 77107
    37       483387983.55    -206503577871.7     329612305614.2        617154798.9   -15823.896    -9137.088      659.292     557.88   19095.13 81981
    38       489625721.70    -294243420313.7     258635102763.5       6884764739.6   -12218.098   -13349.635      971.419     607.77   19702.90 61945
    39       499542535.32    -380072096312.2     103830381732.4      15518841302.8    -4799.658   -17322.327      732.196      25.96   19728.86 81950
Total DV: 17376.584
 Stage              Epoch               X(m)               Y(m)               Z(m)      VX(m/s)      VY(m/s)      VZ(m/s)    DV(m/s)   TOTAL_DV    ID
     0               0.00     -51937229264.3     137574323978.3         -6458179.0   -28361.129   -10645.194        0.908       0.00       0.00    -2
     1        30281514.09      13333567008.5    -359622316178.5      -2508254602.7    14684.517    -1267.402      293.058       0.00       0.00 77859
     2        40775676.89     207177006692.8    -311306850116.9       7033744103.3    16473.222     9263.236      855.867    5032.46    5032.46 49740
     3        45081931.20     273943878675.6    -264670042871.5      10048458618.5    14176.254    12311.279      652.359     289.40    5321.86 72525
     4        52797529.77     362868404193.5    -152860308934.0      11342813186.0     8611.872    16163.823       72.259     417.80    5739.66 53020
     5        65921219.38     407283879301.6      73647358624.6      12567796758.8    -1803.389    17320.380      -67.406     186.17    5925.84 40609
     6        84759385.25     253582602344.5     338894278773.8      14104077420.2   -13508.046     9751.912     -155.527     508.85    6434.68 38475
     7       104882222.37     -72507746906.9     394898318560.6       7190126780.0   -16935.085    -4925.769     -537.847      41.49    6476.17 54909
     8       114515381.63    -224567621105.2     311478862174.8       1892691641.8   -13869.821   -12374.579     -589.719     194.69    6670.86 82986
     9       132063914.68    -353037718528.5       9315408101.0      -8627962922.8      846.095   -20075.737     -463.732      92.66    6763.52 81717
    10       135224550.70    -344090769186.3     -52221743303.0      -9679321995.5     4535.090   -19313.516     -286.818     628.90    7392.41 67683
    11       146884145.56    -219305304266.0    -247279290465.5      -6697829865.9    16239.986   -12841.805      419.014     413.59    7806.00 83190
    12       171421414.27     248092557032.7    -215812415122.9       6107010853.9    14367.592    14902.485      434.953     104.93    7910.93 73732
    13       188936316.24     335136086348.6     111688822567.8      15451661330.6    -4547.465    18878.514      154.599     463.76    8374.70 43128
    14       198966893.98     240203335367.1     278478241522.3      15303350007.9   -13350.668    13476.762     -233.524     471.01    8845.70 57575
    15       208829747.74      82601913246.5     368754159873.7      12699311970.6   -17706.943     4867.717     -436.272     389.61    9235.32 64977
    16       215720813.83     -44220150524.8     378821245140.7       8185346471.4   -18390.434    -1687.987     -736.422     456.36    9691.67 82906
    17       220161736.73    -124505895643.2     362812699792.6       4739158555.1   -17564.225    -5544.631     -807.056      89.25    9780.92 82312
    18       238859141.98    -372436969297.5     148069159309.3     -11987241585.4    -7146.272   -16256.897     -763.153     665.39   10446.31 81489
    19       245346773.92    -400504052926.7      40137472484.4     -12850884837.9    -1723.919   -17144.089      -49.539     713.41   11159.72 81591
    20       258180383.77    -354445541170.5    -179713069187.5      -7024021791.0     8664.138   -15674.469      577.175     690.56   11850.28 61808
    21       272896526.99    -160038225261.3    -348365965599.4        809454883.8    17093.802    -6406.149      563.297     370.05   12220.33 82329
    22       305162206.87     327726264292.6     -86303388157.6       9905841118.8     4570.515    20018.752     -168.726      68.59   12288.92 79989
    23       317099937.85     295374057129.0     154771184859.8       5638003764.6    -9504.840    18563.057     -514.495     382.32   12671.24 81835
    24       329615622.81     112667997990.1     328741341404.7      -3659245072.5   -18440.882     8044.014     -733.421     341.82   13013.06 83289
    25       349199352.41    -250721539568.2     294365558173.9     -11174211333.6   -15287.587   -10238.574     -150.597     505.11   13518.17 77054
    26       357675806.69    -359305939297.2     187238449001.8      -7562348494.9    -9925.027   -14644.325      504.936     527.16   14045.33 48581
    27       379391587.04    -402544384554.9    -164334407100.8       5572873252.3     5688.596   -15396.523      586.476      43.80   14089.13 81131
    28       390599691.77    -301271043490.9    -315093082421.9      11009095427.1    12084.030   -11046.057      401.519      39.14   14128.27 83350
    29       394811941.87    -245797864213.0    -358695065876.3      10213813196.2    14066.511    -9183.056     -224.369     757.49   14885.77 70356
    30       409100421.33      -8954571011.0    -423978065140.3       5678767350.5    17669.501      442.542     -406.947     505.80   15391.57 74977
    31       420216175.49     181876311047.6    -371285537990.1       2798838936.1    15936.920     8774.746     -298.042     279.94   15671.51 51380
    32       430327240.62     320636780552.2    -249108118957.3        101838276.6    10970.139    14990.276     -276.760      87.53   15759.03 82948
    33       445152585.51     403124446506.8      10533043672.1      -3689310735.2     -284.843    18715.574     -218.172      34.52   15793.56 80599
    34       453777466.88     367306519977.3     164770476382.8     -11928662042.4    -7518.719    16879.067     -873.933     933.79   16727.35 50807
    35       465294237.82     236220858849.7     328606595915.5     -20673460795.2   -14704.759    10988.043     -549.362      71.82   16799.18 77569
    36       482776660.30     -61997556476.0     403257688618.1     -29563584033.5   -17777.286    -2535.029      -30.662     493.05   17292.23 43769
    37       492085591.93    -217246539124.4     346584517789.1     -27743753132.4   -15173.523    -9417.221      453.689      84.36   17376.58 82629
Total DV: 16335.086
 Stage              Epoch               X(m)               Y(m)               Z(m)      VX(m/s)      VY(m/s)      VZ(m/s)    DV(m/s)   TOTAL_DV    ID
     0         5149116.70    -146707106402.2      23249373242.7           648880.1    -5152.329   -29547.693        1.593       0.00       0.00    -2
     1        40414375.96     348491648788.7      -4032778266.1      -2311171137.5     -294.088    15068.824     -677.725       0.00       0.00 80734
     2        56730689.33     200783230094.3     257627877813.3     -11223307455.5   -16801.944    10737.674     -289.764    3546.73    3546.73 65563
     3        68826634.78     -40475018043.0     302305673574.3     -10775334934.1   -21031.053    -4333.437      341.886     154.30    3701.03 63815
     4        76055052.84    -183620013242.8     234021693431.6      -6324901111.4   -17317.551   -14137.039      758.274     404.53    4105.55 82550
     5        83271387.72    -281293207003.9     105002450897.3       -611559334.1    -8958.700   -20619.604      838.648     361.81    4467.37 52264
     6        91685384.28    -306206728204.7     -71298792020.7       7591511599.5     2818.723   -20750.432      882.487     654.78    5122.14 29290
     7       111761549.68     -56099730662.3    -347299883381.8      16256391747.2    18176.004    -4300.028      -71.142       7.73    5129.87 72842
     8       123244113.76     146144725172.3    -330493971039.8      11957590316.3    16310.765     7141.106     -601.061     405.86    5535.73 83276
     9       133618262.65     285738766952.5    -210314895774.8       3560431488.2     9776.670    15434.173     -907.186     120.03    5655.76 72665
    10       153366743.68     293331772347.5     166997488181.8     -14456085684.2   -10339.122    17687.155     -605.477    1268.63    6924.39 67066
    11       158403004.05     230258929530.1     248352755058.4     -17179538684.2   -14705.460    14235.099     -399.593     254.53    7178.92 77813
    12       169586767.13      32151478174.0     348142664781.5     -18570943726.1   -19576.664     3090.482      211.809     181.42    7360.33 74997
    13       185232172.84    -247427546842.9     277116631104.7     -10420912115.7   -14481.746   -11396.195      822.430     326.26    7686.59 60308
    14       201986401.91    -382111920924.1      12433969975.2       5854746664.6     -810.121   -18035.563      966.443     237.37    7923.96 81870
    15       220790623.92    -248153819498.5    -288287195871.8      19886738849.0    14165.394   -11546.427      384.601     154.31    8078.27 16136
    16       224531321.93    -190600561064.0    -326368422001.8      21204355632.1    16342.075    -8749.875      257.552     192.62    8270.89 83320
    17       235808427.50      15108278450.7    -369019153999.4      20871495510.9    19034.525     1487.306     -341.129     153.23    8424.13 77846
    18       242759596.59     144447271926.9    -336340156082.8      17933428739.1    17654.774     7963.192     -600.342     315.04    8739.16 83347
    19       258367499.85     344716749719.0    -119660937676.6       4494506080.5     6573.314    18261.316    -1066.358     258.32    8997.48 79236
    20       274568969.01     323819772128.0     182047657706.0     -10941241936.9    -8827.237    16845.364     -824.770     111.98    9109.46 77942
    21       281357928.78     249309478348.3     287269373677.7     -10796666044.7   -13297.603    13370.291      113.041    1021.90   10131.36 51274
    22       286223787.84     178199216183.7     344169834855.1      -8777347780.1   -15761.095     9850.036      468.656     260.73   10392.09 40150
    23       300296664.25     -64987035714.9     402759281320.8       1853047405.4   -17569.053    -1558.658      782.773     208.35   10600.44 50708
    24       312495821.95    -259825742604.7     328945657543.2       8380591866.8   -13746.797   -10123.111      464.277     211.84   10812.28 81679
    25       326049414.53    -395230488827.3     144036101344.1       7789181837.5    -5658.820   -16200.271     -142.622     455.49   11267.77 63371
    26       335171686.14    -420979568687.1     -11117081386.6       7981288649.8      557.567   -17343.193      -43.839     532.26   11800.03 50970
    27       356221150.98    -254495918683.7    -325428136508.0       1756718280.6    14341.963   -10401.440     -375.689     137.01   11937.03 35694
    28       374943760.56      62381039479.1    -393279648252.9      -7995983206.3    17799.923     3800.887     -426.096     275.35   12212.39 72674
    29       387283240.95     256591411632.2    -285798559364.7      -9597454416.8    12987.738    13307.764       -0.069     332.62   12545.01 62161
    30       399262309.20     359274562491.8     -87543947655.2      -7579853233.7     3495.667    18940.364      297.136      53.68   12598.69 81700
    31       413592234.40     305583914103.0     181970370044.5      -7488248959.7   -10701.350    16829.371      168.031     489.18   13087.87 62359
    32       423858011.65     153602637901.9     318675273690.8     -13681434532.1   -18039.433     9008.607     -420.058     931.16   14019.02 81939
    33       446551314.75    -266859039965.8     272782790430.3     -12273473427.6   -14672.290   -11856.071      496.363     102.10   14121.12 70451
    34       458736364.38    -395072313037.0      92913473131.0      -3776329541.2    -5893.548   -16813.076      786.167     219.04   14340.17 74360
    35       470784317.04    -407844109437.6    -110780074790.6       5398706623.9     3465.153   -16447.585      736.269     270.86   14611.03 45266
    36       483176883.82    -316538601213.6    -289285517725.4       9602210879.3    11090.174   -11951.373      251.541     426.40   15037.43 48880
    37       487687545.38    -259709674050.1    -336904960563.5       8750585148.4    13674.601    -9317.220     -223.686     592.11   15629.54 78054
    38       496915790.89    -115616638339.5    -393670315452.0       4551538004.9    17019.902    -2917.233     -506.177     325.22   15954.77 75116
    39       504009672.58       8223684890.9    -393111939022.3       2107310494.5    17698.564     3015.734     -366.264     274.77   16229.53 74965
    40       515587753.18     199835437158.7    -299388524764.2      -1480672275.4    14412.914    13193.729     -304.869     105.55   16335.09 81588
Total DV: 15061.754
 Stage              Epoch               X(m)               Y(m)               Z(m)      VX(m/s)      VY(m/s)      VZ(m/s)    DV(m/s)   TOTAL_DV    ID
     0        18984190.86     125234615423.0     -85150022952.6          2822702.9    16261.764    24513.633       -1.473       0.00       0.00    -2
     1        54904141.83    -307910142513.5     255179427114.1       -394587134.6    -9781.183    -9445.690      135.945     282.91     282.91 75507
     2        67392109.07    -392270677067.2      78080697630.3       6540699682.6    -2000.874   -15978.323      500.331    2610.09    2892.99 82896
     3        76472215.82    -376320837256.0     -76061973416.1      11256237268.0     5688.223   -16713.358      419.285     756.11    3649.11 82348
     4        98550992.48     -54600212916.3    -313720544237.0       8315180427.4    21232.348     -646.795     -526.070     207.74    3856.85 81103
     5       101498837.04       8750591655.3    -309849163054.4       5795888572.8    21568.219     3308.705     -897.114     286.75    4143.60 82483
     6       111801808.58     210333923561.5    -203359698642.9      -5283063975.5    15619.209    16889.888    -1030.856     145.56    4289.16 74194
     7       130185949.49     262411448415.2     170322231283.7     -17920168346.2    -9677.676    18633.302       -4.765     753.61    5042.77 71831
     8       137307368.38     168999452921.7     279802999377.6     -17659595803.1   -15994.451    11906.109      290.627     286.88    5329.65 55974
     9       138566663.63     148539082587.0     294011914461.6     -17215021486.8   -16612.187    10604.308      393.789     141.41    5471.06 64879
    10       147849335.60     -22489915828.4     344796396678.8     -14440410503.9   -19005.812      247.007      544.629     459.13    5930.18 42394
    11       158595725.02    -211925109152.9     287543206850.3      -8764539406.2   -15196.552   -10405.144      705.177     443.06    6373.24 76823
    12       170943802.20    -335676393312.6     106984035109.5       1424776506.0    -4450.538   -17794.238      862.855     432.74    6805.98 63216
    13       176727678.59    -340503160237.9        129237813.3       4989906189.0     2368.469   -18807.724      580.307     655.09    7461.07 82721
    14       183950196.26    -292305489508.6    -131800100813.5       9608385344.8    10941.554   -17034.626      527.118     172.17    7633.24 74555
    15       198130197.16     -36026554746.9    -281073089428.3      15493721176.8    22879.279    -1151.398     -132.435     346.01    7979.26 83254
    16       208160254.21     179435891879.7    -211912712010.8       8292273033.1    17998.770    14580.979    -1068.353     299.12    8278.38 78856
    17       219547524.77     293845694992.3      10758994072.5      -5002086897.2     1378.749    21874.147    -1156.871     110.66    8389.04 83345
    18       257122547.87    -227201608051.6     317814535672.2      -4948299493.6   -14636.284    -8816.208      472.981    1103.87    9492.91 82681
    19       264345932.42    -318655094733.8     236635447411.7      -1695941279.0   -10406.991   -13305.404      472.114     141.17    9634.08 77716
    20       275963742.35    -389274359701.6      56754543155.6       4193904964.4    -1427.574   -16970.051      478.671      56.94    9691.02 59321
    21       285405602.76    -363526706037.9    -102877009134.1       8708409791.5     6917.763   -16338.453      396.733     112.67    9803.69 71256
    22       314252317.39     120325915070.2    -277468377253.4       9343668780.1    19679.451    10364.884     -659.641     220.85   10024.54 64723
    23       326354409.98     283445141147.3     -71297006885.2        553561834.2     5733.090    21813.196     -845.693     420.55   10445.09 65894
    24       335223433.68     273345565719.8     123705627526.7      -6340430034.9    -7620.035    20657.286     -684.248     400.80   10845.88 80715
    25       344637370.26     149016343699.9     279968922675.6     -13930007100.8   -17347.043    11741.391     -563.117     441.16   11287.04 77717
    26       356403889.69     -76111492258.2     335558316093.1     -16630525650.6   -19205.625    -2112.580      109.752      23.80   11310.85 73975
    27       365952518.31    -240919170210.0     271313921335.7     -13131503833.8   -14644.568   -10897.788      570.162      97.74   11408.59 82952
    28       388104700.94    -365997475860.9     -77008582931.7       6426617794.2     4394.611   -17129.801      896.293     168.46   11577.05 74279
    29       402913162.10    -205827926837.4    -285015456478.9      16627706947.3    16507.862    -9277.647      396.650      18.47   11595.51 80746
    30       434711198.62     296281746341.9     -25670655514.0        171505810.9     2153.156    22232.487    -1238.475     117.36   11712.87 71294
    31       452432839.50     134592858814.7     301868570545.3     -15970679889.1   -17402.837    10809.393     -486.191     295.75   12008.62 83255
    32       463265516.89     -65223794158.5     352837339755.3     -16144227429.0   -18531.670    -1095.074      262.499     341.63   12350.25 76239
    33       478797767.46    -302963628837.8     230314689771.8      -3565727061.6   -10796.149   -13486.330      972.917     306.31   12656.56 76928
    34       484030093.46    -351054500325.1     154445137227.0         90124133.0    -7107.433   -15619.187      705.767     757.11   13413.67 83308
    35       496788084.35    -371132251304.4     -58608369697.7       4978089885.6     4222.797   -16896.621      329.858     357.72   13771.39 83189
    36       504305382.94    -315586532742.2    -179787145506.7       6503544794.9    10774.658   -14701.175      142.066     358.42   14129.81 83418
    37       522214419.49      -3845025262.8    -322770349687.4      -4812344805.1    21063.973     1597.983     -592.802     931.95   15061.75 49892
Total DV: 16142.227
 Stage              Epoch               X(m)               Y(m)               Z(m)      VX(m/s)      VY(m/s)      VZ(m/s)    DV(m/s)   TOTAL_DV    ID
     0         2862406.65    -119979669806.6      85999249939.3         -2932915.7   -17845.455   -24337.033        1.484       0.00       0.00    -2
     1        33651756.20     223890211485.1    -303460906886.9      -1910366519.2    12866.377     6320.454      208.578       0.00       0.00 61229
     2        48137569.19     382926253737.4    -141988021067.0      -1098996846.4     5927.570    14210.866       77.357    2791.10    2791.10 57025
     3        63050102.59     388637264059.9      85808979862.3      -2389536143.4    -5588.161    15118.660      -56.264     323.95    3115.05 67174
     4        77928934.31     225803233376.1     282526570296.5       1529152245.4   -16372.068     8946.254      258.170    1322.10    4437.15 46651
     5        97037382.82    -147793457053.5     260807912152.5       6928605098.9   -18254.069   -13104.765       49.565     213.80    4650.95 81330
     6       105556877.81    -265625084868.2     110782146695.4       8031074830.1    -8436.925   -21432.146      -53.105     422.94    5073.89 82868
     7       128781920.20     -87312420146.6    -318686493059.5      -1685868196.2    18545.786    -8268.631     -567.229      17.24    5091.14 26708
     8       152287615.45     307063852605.3    -232422355611.4     -17823149948.7    11180.044    13020.190     -271.856     423.28    5514.42 78390
     9       158799420.37     367618133492.8    -136969198435.1     -22147282493.8     6765.257    15893.186     -513.054     782.71    6297.14 79061
    10       169131296.37     398417242486.1      37041966601.6     -30311299227.2    -1278.128    17083.089     -487.809     718.81    7015.95 42657
    11       182985286.23     307906303876.1     254897899631.7     -31839416778.3   -11474.261    13075.486      347.058     287.52    7303.47 81762
    12       194749517.50     136510105420.2     371843859589.5     -24037224495.2   -17018.075     5738.171      999.819     549.04    7852.51 57128
    13       201145491.39      23353117774.1     391834541604.2     -16752983838.1   -18117.327      438.728     1272.635      11.99    7864.50 80309
    14       219663580.31    -275555904834.1     254212002196.5       4881364411.8   -11966.808   -14567.440     1224.148     347.15    8211.65 63312
    15       228254502.56    -353875211122.9     111890347152.7      11468028452.1    -5440.891   -18354.390      662.745     694.29    8905.94 83247
    16       239285900.70    -358298058547.5     -94780626546.3      15588448574.4     4853.346   -18363.974      164.399     321.34    9227.28 78627
    17       247024979.21    -294441077707.2    -225363006198.2      16304177990.5    11467.167   -15024.088      -71.085     124.52    9351.80 43727
    18       267272209.13      47465268161.4    -365936482558.1      10338255370.4    18958.000     2378.542     -658.714     351.40    9703.19 54394
    19       275383348.86     194026163637.5    -312265443158.3       8159746829.3    16479.918    10237.167     -366.029     682.60   10385.79 71839
    20       282099411.00     291037722157.2    -226171731385.6       5264233198.9    12112.517    15119.745     -487.378      22.32   10408.12 82762
    21       305411933.52     341643540295.2     187108583006.6      -4977271946.2    -7970.704    16511.720     -398.501     373.90   10782.02 69829
    22       310266438.24     294221734506.1     261495226081.6      -6320946809.5   -11430.035    14056.143     -245.344     106.79   10888.81 20375
    23       324329693.38      83176852190.2     399219520770.7     -10842448894.0   -17304.343     4603.631     -184.530     497.95   11386.76 47373
    24       340799539.65    -200607718921.3     372356947051.1     -11115821789.4   -15630.846    -7575.390      155.078     128.92   11515.68 74062
    25       345252595.52    -266167221381.9     332659668561.1      -9909279835.6   -13780.931   -10248.256      310.705     102.92   11618.60 31824
    26       353864895.54    -365262943449.2     226281143232.6      -6521959473.0    -9075.425   -14270.618      449.403     113.46   11732.06 45578
    27       371704490.15    -428283252115.0     -62807675637.0       5224497912.9     2672.880   -16745.922      639.671     433.16   12165.22 80340
    28       384618535.93    -338477376823.2    -259871133470.9      12285533179.0    11032.679   -13111.174      436.870      96.02   12261.24 77722
    29       388144365.97    -296458142142.4    -305298485370.7      14032140998.1    12857.664   -12005.482      454.645     618.82   12880.06 11517
    30       401296157.98     -92482106738.8    -410685344275.1      17652010435.7    17413.751    -3567.461       80.546      13.92   12893.98 76648
    31       432125491.81     352891088350.7    -180107640976.2      12291830031.8     7262.959    16778.346     -680.862     669.88   13563.86 78668
    32       438503689.74     383493922214.5     -65848918807.6       9743541675.2     2145.693    18650.680     -474.748     396.31   13960.17 82958
    33       444038168.25     381853948670.4      38386377309.8       6869266115.0    -2761.299    18809.328     -569.768      18.47   13978.63 74690
    34       464212257.44     152807141753.5     333823630706.7      -7267837401.8   -17973.756     7924.484     -629.417     406.19   14384.82 76622
    35       472053730.88       2430046792.1     365267628503.4      -8372027603.5   -19746.572      179.785      -54.411     471.58   14856.40 83287
    36       490023868.89    -299339616234.8     220579920038.8      -6205844147.0   -11802.555   -14990.344      298.838     336.80   15193.21 83339
    37       491771118.07    -318346620793.5     193482666352.7      -5423464889.1   -10177.017   -15963.699      460.554     275.39   15468.60 82857
    38       505535025.81    -367463234560.9     -55119238786.3       8167539998.0     2918.300   -18598.098      921.457     673.63   16142.23 69119
Total DV: 26167.447
 Stage              Epoch               X(m)               Y(m)               Z(m)      VX(m/s)      VY(m/s)      VZ(m/s)    DV(m/s)   TOTAL_DV    ID
     0       142853760.00      50979673831.1    -143280741513.6          2144020.0    27580.303     9873.562       -0.186       0.00       0.00    -3
     1       147627360.00     144318270036.4     -52314783194.9        301908514.8     9039.447    26882.050       44.164       0.00       0.00  1057
     2       153658080.00      96155296789.2     106300714699.3       1255123702.9   -24027.269    18771.640       24.864     246.81     246.81  1125
     3       159317280.00     -73014832145.7     117542032440.9       1151800357.8   -27576.589   -16481.281     -211.274     638.55     885.36  1328
     4       168562080.00     -91208587605.3    -123518531617.7      -1310437626.3    22197.032   -18442.654     -174.320     164.72    1050.08  1181
     5       178117920.00     137610343677.3     -74220748458.7        724245208.1    12383.280    25565.903      220.208     276.51    1326.60   937
     6       181133280.00     151841401109.8      11298288721.1        940447214.7    -3620.717    29332.668       22.458     384.14    1710.73  1077
     7       189972000.00     -47075761362.3     139501626735.1       -315365052.7   -29294.902    -9185.161     -180.276     167.89    1878.62  1289
     8       199061280.00    -132286609194.6     -75797921131.2        -84592382.3    14596.138   -25047.403       66.584     795.52    2674.14  1000
     9       202456800.00     -58109642419.6    -139150649612.9         14862118.8    27436.124   -10725.028       30.541     156.72    2830.86   601
